median_home_value,population,families,households,pct_female,pct_12_24_yrs,pct_25_64_yrs,pct_65_plus,pct_single_adult,number_of_homes,vacancy_rate,pct_5plus_rooms,avg_rent,county_id,sales
148500,7612,2041,3328,0.520494,0.1359695,0.6601419,0.0354703,0.2665264,3884,0.1431514,0.5311535,1001,1309,54979.68252864478
194000,12215,3029,4091,0.4958657,0.1708555,0.5401555,0.0955383,0.1940846,4290,0.0463869,0.5153846,700,1310,56260.32663869532
188700,9695,2649,3576,0.5022176,0.1571944,0.5467767,0.1196493,0.1879195,3820,0.0638743,0.6458115,623,1311,56702.54898671091
172600,42658,10808,14656,0.5175817,0.1628534,0.5387032,0.1191101,0.2000546,15164,0.0335004,0.7388552,741,1312,58620.44162865271
136400,5709,1873,2230,0.5083202,0.1093011,0.5281135,0.2068664,0.1264574,2327,0.0416846,0.8925655,808,1313,53769.58163445874
179900,266406,63365,87588,0.4938853,0.2077168,0.5249281,0.0836768,0.1993766,93177,0.0599826,0.5061979,771,1316,60152.260532703585
132600,3503,652,824,0.5084214,0.437054,0.3434199,0.1016272,0.1529126,867,0.0495963,0.5940023,557,1319,53407.270682518996
123300,62195,16585,21401,0.50697,0.180336,0.52091,0.0761798,0.1691042,22973,0.0684282,0.7056545,692,1320,56527.99753425783
218100,9061,2385,3796,0.5119744,0.144686,0.584814,0.1351948,0.2463119,4309,0.1190531,0.6252031,928,1321,55807.230681213965
247200,2205,609,793,0.4984127,0.1405896,0.584127,0.1206349,0.1803279,827,0.0411125,0.7424426,704,1322,55754.69418979574
113100,92040,23702,41734,0.5282812,0.1777814,0.5259452,0.1599739,0.3333493,44235,0.0565389,0.5308466,538,1325,57149.278881819184
170100,2275,611,727,0.5041758,0.1516484,0.5476923,0.0865934,0.1182944,768,0.0533854,0.7070312,827,1328,51905.66934432112
158100,14378,4040,5724,0.5225344,0.1455001,0.4939491,0.1988455,0.245283,6059,0.0552897,0.6821258,663,1329,56534.97048655957
150100,15464,3449,4394,0.4998707,0.2130109,0.4873254,0.1120021,0.1704597,4534,0.0308778,0.5033083,778,1330,56678.51951128734
132800,16590,4192,6722,0.5224231,0.174563,0.5206751,0.1256178,0.2828027,7061,0.0480102,0.3720436,688,1332,57400.742748809564
154800,23138,6189,8484,0.5069583,0.1663497,0.5135275,0.112326,0.2066242,8875,0.0440563,0.6258028,575,1333,56357.94911539442
122700,10592,2853,4578,0.5389917,0.1418051,0.5075529,0.2019449,0.3090869,4771,0.0404527,0.5726263,599,1337,55842.28661123091
274100,2918,683,1210,0.476011,0.1764907,0.5236463,0.1172036,0.3454545,1888,0.3591102,0.28125,691,1338,55510.485936802674
151000,14232,3221,3686,0.495222,0.2250562,0.4944491,0.070756,0.0990233,3798,0.0294892,0.6629805,774,1339,56044.37271597329
123700,41333,9111,12651,0.4985847,0.2405584,0.4786248,0.0692183,0.2060707,13232,0.0439087,0.4211004,686,1340,58311.35020038641
122900,69330,14287,16614,0.4952113,0.2459541,0.4565845,0.0557334,0.105393,17179,0.032889,0.4556726,697,1342,56106.76786845435
104900,3988,1014,1175,0.5042628,0.2066199,0.5255767,0.059679,0.0987234,1203,0.0232751,0.8819618,808,1345,53812.91171250615
167100,14377,3940,5769,0.5106072,0.1504486,0.5138763,0.1720804,0.2279425,6097,0.0537969,0.6557323,731,1346,54640.10900584271
130600,1593,487,593,0.5078468,0.1230383,0.5335844,0.1487759,0.1349073,764,0.223822,0.8664921,834,1348,52998.656067877666
136200,34365,7072,9013,0.4897425,0.244522,0.4449294,0.0647461,0.1726395,9401,0.0412722,0.2251888,617,1350,57243.18520511748
160100,61815,15487,22905,0.5088894,0.1821403,0.5170751,0.1083394,0.2532635,24117,0.050255,0.3924617,702,1351,58422.1692462878
127000,42355,8094,9244,0.4893637,0.2697438,0.4064691,0.0422382,0.0926006,9546,0.0316363,0.1936937,638,1352,56786.4835163049
329300,24127,6346,10105,0.5117503,0.1466821,0.6144568,0.1141874,0.2700643,10320,0.0208333,0.6152132,888,1353,56448.987008551645
156300,24437,6694,9208,0.5066907,0.1543152,0.5751934,0.0803699,0.2128584,9587,0.0395327,0.7012621,778,1355,55749.52639329549
186900,7884,2005,2811,0.4855403,0.1577879,0.575723,0.0690005,0.185699,3038,0.0747202,0.6616195,869,1356,54974.333693054345
179300,102724,18816,43453,0.5032904,0.2664713,0.5232468,0.1095362,0.3984305,45735,0.0498961,0.4435553,521,1357,59751.04565945995
149600,4571,1250,1926,0.5103916,0.141107,0.5650842,0.1196675,0.2575286,2555,0.246184,0.6156556,667,1358,53614.603783261344
116600,5351,1470,2262,0.4903756,0.1485704,0.5529808,0.1351149,0.2679045,8564,0.7358711,0.4945119,528,1361,54082.35737852863
268000,1127,351,500,0.4809228,0.1020408,0.6237799,0.1783496,0.22,831,0.3983153,0.6377858,749,1370,53006.978304111624
178800,1098,265,467,0.4990893,0.1174863,0.6612022,0.068306,0.2976445,584,0.2003425,0.5205479,936,1372,52053.61997991907
209400,12542,3391,4108,0.5055015,0.1876096,0.551188,0.1000638,0.1256086,4261,0.0359071,0.8364234,935,1374,56255.61996602469
179800,1881,463,633,0.4460393,0.199362,0.549176,0.1105795,0.1800948,757,0.1638045,0.5680317,750,1375,53320.043001647915
123100,13670,3539,5196,0.5175567,0.1812729,0.4934162,0.1198244,0.22806,5445,0.04573,0.5072544,640,1379,55118.33453625495
154500,6725,1711,2542,0.4857993,0.14275089999999999,0.6001487,0.0542751,0.2254131,2961,0.1415062,0.5589328,811,1380,52970.596734371786
143200,5973,1497,2375,0.4979072,0.163402,0.5407668,0.1108321,0.2783158,2612,0.0907351,0.4942573,646,1381,54352.8110766257
205000,32873,8624,12224,0.502753,0.1843762,0.5662094,0.0928422,0.2172775,12648,0.0335231,0.655914,870,1384,56725.53636753486
119200,7563,1963,2475,0.5050906,0.1816739,0.5000661,0.0870025,0.1676768,2628,0.0582192,0.6834094,673,1385,55017.834283590964
206500,2952,697,1300,0.4871274,0.1134824,0.6527778,0.0941734,0.3369231,1382,0.0593343,0.4725036,811,1386,54556.373082520695
214400,3739,959,1249,0.5105643,0.1610056,0.5346349,0.1444236,0.1673339,1274,0.0196232,0.8210361,996,1387,52961.85360275976
202800,3506,947,1330,0.4960068,0.1346264,0.5256703,0.1537365,0.2233083,1424,0.0660112,0.6172753,862,1388,54659.374919158465
176600,68784,17343,22210,0.4993167,0.1928355,0.5368545,0.0803966,0.1512382,23200,0.0426724,0.5907759,808,1389,56827.995850478794
209400,93643,23307,39275,0.5140053,0.1643262,0.5524812,0.1452751,0.3203819,41216,0.0470934,0.4660811,762,1390,59372.94599269424
177600,4902,1130,2032,0.505712,0.15116280000000001,0.5571195,0.120767,0.3277559,2132,0.0469043,0.4104128,703,1391,53210.44477756903
355000,26801,6647,12329,0.5331144,0.1285773,0.5680758,0.1875676,0.3729418,12914,0.0452997,0.5098343,864,1392,59085.077436305335
147800,4468,1151,1957,0.5266338,0.1499552,0.4364369,0.2784244,0.3413388,2157,0.0927214,0.511822,620,1399,54392.35127618106
210800,52303,13810,18109,0.5083647,0.1579259,0.5070837,0.1672944,0.1812911,18731,0.033207,0.7372271,952,1400,56911.654945787224
209600,5382,1654,2386,0.5195095,0.106466,0.5282423,0.2439614,0.244342,3081,0.2255761,0.6316131,766,1401,53428.27913423116
213600,2998,826,1052,0.4963309,0.1220814,0.5657105,0.1280854,0.1454373,1072,0.0186567,0.869403,966,1402,55457.89004240466
152600,11897,3445,4457,0.5098764,0.1582752,0.5434984,0.1049004,0.1561589,4759,0.0634587,0.7369195,678,1403,55514.53184683883
229700,36048,8811,15306,0.5050766,0.1563471,0.6044718,0.093431,0.2896903,15860,0.0349306,0.4938209,858,1404,58336.18353902056
150000,10373,1465,1490,0.2738841,0.5640605,0.2670394,0.0013497,0.0154362,1496,0.0040107,0.453877,538,1405,54838.57545980768
100000,11299,2141,2158,0.3964068,0.3090539,0.3648995,0.0016815999999999999,0.0064875,2176,0.0082721,0.7568934,574,1406,57446.70452793334
168200,7938,2393,2832,0.5017637,0.127488,0.5384228,0.1390779,0.1115819,3471,0.1840968,0.9334486,973,1407,54605.82093365146
201700,10171,2345,4681,0.5185331,0.1719595,0.5374103,0.1621276,0.345439,5282,0.1137827,0.3951155,881,1408,55530.77671669098
195500,63126,16797,24995,0.4940437,0.1517283,0.5640782,0.1310237,0.2323265,27235,0.0822471,0.6591885,910,1409,56611.69423303702
317700,4239,1116,2309,0.576787,0.0806794,0.5083746,0.3481953,0.4421828,3324,0.305355,0.5761131,1001,1410,55734.48445449394
239300,4407,1213,1787,0.5085092,0.1143635,0.5856592,0.1504425,0.2406267,1907,0.0629261,0.6801259,987,1411,54280.034996352835
127300,48702,13318,19770,0.530163,0.1641822,0.5384994,0.1369348,0.2527061,20661,0.0431247,0.6523402,575,1412,57602.10698082978
239100,13747,3276,4952,0.4899978,0.1897141,0.5230232,0.1245363,0.2554523,5457,0.0925417,0.4918453,902,1413,55074.69341002489
155100,83995,19423,23808,0.5086255,0.2115245,0.5259004,0.0804691,0.1417591,24441,0.0258991,0.623747,826,1414,56419.506609599994
197700,30727,8759,10763,0.5013181,0.1739187,0.5543333,0.1058678,0.1315618,11108,0.0310587,0.7957328,712,1416,57285.367040269106
195700,48619,13574,19028,0.5179868,0.1402332,0.5510809,0.1501882,0.2177843,19682,0.0332283,0.7172035,784,1417,58449.4616200574
200900,2960,849,1366,0.5209459,0.1162162,0.5023649,0.2594595,0.2979502,2133,0.3595874,0.5100797,696,1419,54352.1906602801
100400,26314,6851,8581,0.5111728,0.1851106,0.4885612,0.0850878,0.1567416,9075,0.0544353,0.6449587,497,1421,55961.37440559187
256400,53240,13473,15026,0.5070436,0.2281555,0.5496995,0.0572502,0.0739385,15364,0.0219995,0.7692658,1001,1422,55967.9228261924
325400,3317,783,1367,0.4582454,0.1483268,0.6511908,0.0624058,0.2333577,1738,0.2134638,0.5949367,1001,1424,53824.88426463878
148600,8858,2315,3253,0.5089185,0.1809664,0.5419959,0.0892978,0.2320935,3382,0.0381431,0.6088114,863,1425,55408.27298658738
130000,11088,2619,4338,0.5143398,0.1546717,0.53364,0.1226551,0.2980636,4585,0.0538713,0.3494002,706,1426,55862.82106497901
139400,59682,12579,15636,0.4318387,0.2369726,0.5221842,0.0503669,0.1467127,16137,0.0310467,0.6692074,696,1430,57247.56257072163
188400,27608,7387,8694,0.4939148,0.1621994,0.5751232,0.024703,0.0986888,9757,0.1089474,0.8228964,938,1431,57167.92554352604
129400,135163,34754,47824,0.5090816,0.1942913,0.5066919,0.1166517,0.2181541,49849,0.0406227,0.5236615,651,1433,58840.305999519835
105900,107439,28536,40949,0.5153529,0.1823174,0.5366208,0.0961104,0.2207868,43004,0.0477863,0.6953539,655,1434,59045.09794792935
185200,32503,7585,10472,0.5152755,0.2687137,0.4741716,0.1238655,0.2132353,10831,0.0331456,0.770566,802,1435,58145.28559564756
253200,7317,2079,2332,0.5060817,0.1948886,0.5733224,0.0537105,0.0789022,2361,0.0122829,0.9682338,1001,1436,56131.29514226148
200000,1103,273,415,0.5067996,0.1586582,0.536718,0.1169538,0.2963855,437,0.0503432,0.4050343,729,1444,52373.88123047086
115700,12135,2586,3249,0.5021838,0.2436753,0.4429337,0.096745,0.1729763,3330,0.0243243,0.3468468,604,1448,53279.77909428439
157900,111348,29079,41940,0.507975,0.1748572,0.5568668,0.0946851,0.2240105,43715,0.0406039,0.650509,758,1450,58926.963708450385
147300,76095,19080,23920,0.4932519,0.2000788,0.5135423,0.0583218,0.144398,26538,0.098651,0.6439445,697,1452,58988.218894590376
195100,2513,711,906,0.5065659,0.1575806,0.5248707,0.1547951,0.1732892,967,0.0630817,0.7445708,743,1453,51984.73829525523
286100,8272,2256,3577,0.5265957,0.1147244,0.6219778,0.1358801,0.2541236,3717,0.0376648,0.7567931,1001,1454,57188.210576724465
211300,96357,21436,37467,0.4892431,0.190915,0.5851573,0.081883,0.2722663,39611,0.0541264,0.4547474,921,1455,57717.3601395584
129800,5714,1451,2281,0.5161008,0.1524326,0.5778789,0.0658033,0.2481368,2433,0.0624743,0.5585697,680,1456,53100.59748154534
360000,2853,818,945,0.5085875,0.1559762,0.6063792,0.0343498,0.0973545,1088,0.1314338,0.9310662,1001,1457,55436.478548620835
168900,43207,11042,15531,0.5195454,0.1911264,0.5267202,0.1082232,0.2245831,16110,0.0359404,0.6196772,710,1461,57621.93228338519
116700,22817,4454,5261,0.4925275,0.2621729,0.4230618,0.0401893,0.1193689,5416,0.0286189,0.1850074,651,1464,53271.31253208872
262800,38793,9580,16166,0.5218725,0.1472946,0.5893847,0.1334261,0.3159718,16943,0.0458596,0.4653839,932,1465,58103.873890880306
319800,40263,10876,15358,0.5006333,0.1480267,0.6152547,0.0881703,0.1997005,16055,0.0434133,0.684522,1001,1466,58437.08005455995
202500,42655,11338,14279,0.5080764,0.1940452,0.5643887,0.0745516,0.1503607,14715,0.0296296,0.7288481,905,1469,55505.70667247009
224500,92311,21555,29010,0.5134491,0.190064,0.5411056,0.1049279,0.1986901,30162,0.0381938,0.5181686,853,1470,58713.27824358663
262700,31896,8298,12701,0.4914723,0.1655066,0.5934913,0.1004201,0.232029,14666,0.1339834,0.6798036,1001,1471,55976.78870979126
150600,46209,8505,17926,0.5125192,0.3734337,0.4480729,0.0616114,0.2427759,18282,0.0194727,0.5141122,686,1472,58223.29249661707
263300,2842,758,952,0.5028149,0.1593948,0.5731879,0.0679099,0.1313025,998,0.0460922,0.7815631,1001,1473,53561.52928937145
169500,1825,461,670,0.5271233,0.1441096,0.5441096,0.1791781,0.2462687,722,0.0720222,0.6218837,657,1474,53226.16963212715
201600,8040,2100,2782,0.4930348,0.149005,0.5608209,0.1166667,0.1786485,2849,0.023517,0.6377676,910,1475,55167.31932009086
436100,4860,1102,2224,0.4897119,0.1858025,0.6187243,0.11893,0.3120504,2514,0.115354,0.5696102,1001,1478,55094.37873180158
354200,5069,1641,2209,0.5221937,0.0974551,0.4955613,0.3268889,0.2109552,2739,0.1935013,0.909456,1001,1479,55874.81533555046
186400,1661,489,696,0.5291993,0.1186033,0.602649,0.1559302,0.2255747,733,0.0504775,0.7216917,1001,1481,54970.332560720126
102000,2154,571,724,0.5004643,0.1722377,0.5190344,0.0905292,0.1671271,769,0.0585176,0.8452536,771,1484,53046.176305330104
211600,53672,14051,16901,0.5032233,0.1936205,0.572645,0.0423126,0.116147,17664,0.0431952,0.7836277,1001,1485,59680.65835229997
256200,5351,1668,2085,0.4885068,0.1246496,0.6667913,0.065969,0.1280576,2646,0.2120181,0.9323507,1001,1488,56163.14293803461
111700,10401,2773,3404,0.4962023,0.1840208,0.519277,0.0805692,0.1448296,3555,0.0424754,0.7206751,598,1489,55280.875880727195
105800,2561,774,1078,0.5251855,0.1159703,0.4888715,0.2327216,0.2523191,1141,0.0552147,0.6564417,542,1490,53691.374520513666
170000,1449,373,586,0.47343,0.1732229,0.6142167,0.0724638,0.2013652,1728,0.6608796,0.818287,675,1491,53074.441011629606
182100,91444,23519,33013,0.5083548,0.1893618,0.5128713,0.1341039,0.2300003,34302,0.037578,0.5144598,706,1494,58365.135054231374
138500,20688,4783,6530,0.5179331,0.1777842,0.5069122,0.1140275,0.2188361,6758,0.0337378,0.5766499,753,1495,56858.29982766286
207500,23229,5192,6802,0.4479745,0.1818417,0.6222394,0.0331482,0.1452514,6992,0.0271739,0.7631579,931,1496,56960.549031212315
167300,14898,3726,4612,0.5030877,0.172305,0.5231575,0.1235736,0.1420208,4709,0.0205989,0.7555744,886,1502,55735.4103942329
192900,9367,2524,3312,0.5103021,0.1868261,0.5456389,0.0993915,0.1826691,3405,0.0273128,0.6860499,714,1504,56307.73888890618
103400,126379,24439,29391,0.4992364,0.2630896,0.4336005,0.0760965,0.134565,30196,0.0266592,0.3005365,546,1505,57155.57999337327
201400,5910,1507,2064,0.5050761,0.1715736,0.5233503,0.1448393,0.2214147,2180,0.053211,0.637156,723,1507,54375.54075301233
146700,3266,899,1319,0.5119412,0.1187998,0.5973668,0.1319657,0.2335102,1364,0.0329912,0.776393,854,1509,52800.60217429285
220800,12736,3392,5005,0.5105999,0.1692839,0.5463254,0.1386621,0.2619381,5298,0.0553039,0.5777652,724,1510,57551.08244273218
128100,88693,22605,32893,0.5134227,0.1981667,0.4990022,0.109242,0.2292281,34453,0.0452791,0.4596697,587,1513,58927.152364260684
200600,22869,6221,9924,0.526302,0.1234422,0.5491276,0.2120775,0.2769045,10311,0.0375327,0.6513432,827,1515,56086.65789182061
140600,4490,1119,1263,0.4902004,0.2006682,0.5142539,0.0518931,0.0768013,1298,0.0269646,0.8097072,804,1516,54374.33942132439
178600,6395,1874,2091,0.5032056,0.15043,0.5721658,0.0620797,0.0793879,2204,0.0512704,0.9841198,989,1517,55159.865460639885
140400,1144,300,486,0.5096154,0.1424825,0.5708042,0.0979021,0.2983539,533,0.0881801,0.5272045,593,1518,53608.55072120436
288200,4426,1177,1605,0.4925441,0.1407592,0.6100316,0.0555807,0.1781931,1697,0.0542133,0.7383618,1001,1519,53883.26472187696
108200,17483,4717,5692,0.5113539,0.1910427,0.5178173,0.0745867,0.1314125,5867,0.0298279,0.834498,663,1520,55536.710675284856
133800,106209,21407,26131,0.4862582,0.2478039,0.4485213,0.0642507,0.1368107,27167,0.0381345,0.3377995,642,1521,57674.35631112508
116100,18583,4983,6984,0.5087446,0.1676801,0.4753807,0.1410967,0.2328179,7599,0.0809317,0.6013949,499,1522,57641.57489018224
165300,6419,1414,1724,0.4798255,0.2205951,0.4732824,0.0959651,0.1409513,1762,0.0215664,0.5777526,780,1523,54131.189672938635
295400,15223,3769,6773,0.4980621,0.1528608,0.6241214,0.0961046,0.3137458,7190,0.0579972,0.4606398,954,1524,54889.77013082031
134700,9852,2704,3904,0.5123833,0.1485993,0.5606983,0.1251523,0.2351434,4011,0.0266766,0.6689105,767,1525,54934.7888549831
207200,62685,16443,21717,0.5059424,0.1828986,0.5666427,0.0689479,0.1675185,22809,0.0478758,0.7061686,988,1526,57860.14337006973
156300,6869,1141,1171,0.3447372,0.4160722,0.3268307,5.823e-4,0.0230572,1208,0.0306291,0.625,709,1527,55035.3523963838
149900,3498,919,1310,0.504574,0.1563751,0.5348771,0.0983419,0.2282443,1432,0.0851955,0.5761173,743,1528,52865.40329764813
395900,3328,925,1188,0.4996995,0.1237981,0.6081731,0.1000601,0.1363636,1248,0.0480769,0.8701923,1001,1529,55761.48895554374
214400,55386,13263,20782,0.4854115,0.1644278,0.5838479,0.0912686,0.2328457,22123,0.0606156,0.6411879,942,1531,56629.39711742562
138900,108635,27166,39267,0.5087955,0.1830073,0.4920422,0.1295531,0.2334785,42040,0.065961,0.5342293,664,1533,58109.6352918218
225000,6931,1715,3092,0.5173857,0.1077767,0.650844,0.0955129,0.299806,3225,0.0412403,0.5665116,897,1537,54888.10996622843
111000,77211,19864,25425,0.4968463,0.2017459,0.5169212,0.0636308,0.1686922,26357,0.0353606,0.6775809,633,1538,59720.93544844583
149200,26867,7559,10277,0.5062344,0.166859,0.57271,0.1011278,0.1997665,10718,0.0411457,0.7612428,608,1539,57005.26480909225
171400,5350,1360,2042,0.4942056,0.1328972,0.5798131,0.0992523,0.2316357,2348,0.1303237,0.5664395,789,1541,54633.67293344333
135500,2024,517,869,0.5103755,0.1368577,0.5637352,0.1368577,0.3256617,966,0.1004141,0.49792960000000003,663,1543,54267.87084326719
158200,11992,2763,3400,0.4842395,0.213976,0.4438793,0.1145764,0.1567647,3528,0.0362812,0.5895692,724,1544,56199.848390960135
159700,29802,6562,8757,0.3999732,0.1472049,0.6140192,0.0869069,0.1986982,9418,0.0701848,0.7532385,678,1547,56019.345014835155
108700,87535,21265,26385,0.5061747,0.2005712,0.4772719,0.0550294,0.1456888,29383,0.1020318,0.6374094,597,1548,57804.299659277
124400,2443,636,929,0.517806,0.1543185,0.5648792,0.1105199,0.2185145,1013,0.082922,0.6071076,690,1552,53592.95075186093
329500,28176,7381,11210,0.5005679,0.1629756,0.6339793,0.0697757,0.2313113,11747,0.0457138,0.6516557,1001,1555,55036.180129039385
244000,53691,13993,17407,0.5023933,0.2155296,0.5706915,0.0725261,0.1351755,18019,0.0339641,0.7646928,1001,1556,56848.762113327124
153600,8361,1838,2312,0.500897,0.2169597,0.4562851,0.090659,0.1678201,2374,0.0261163,0.5021061,638,1558,53688.43341520601
212900,173339,45501,60198,0.499201,0.170954,0.5797714,0.0665805,0.1676468,62400,0.0352885,0.6618429,902,1559,61805.12988649814
182300,114144,27620,40872,0.498572,0.2133971,0.5305579,0.1022218,0.2242366,42956,0.0485148,0.5628085,791,1562,60554.88544456163
165700,49847,12337,18126,0.5045038,0.1752362,0.5511866,0.1090136,0.2591857,19037,0.0478542,0.3781583,699,1564,57874.339433600435
169900,143050,33965,44538,0.4930374,0.1966096,0.5293464,0.0874659,0.1670933,45984,0.0314457,0.5693285,852,1566,56679.55254034383
104700,12663,3089,4590,0.503909,0.1595988,0.4874042,0.1440417,0.2795207,4768,0.0373322,0.5681628,456,1569,57013.187617865755
249800,180038,44838,68604,0.5189571,0.1678146,0.5494285,0.1331774,0.2778555,72114,0.0486729,0.3825609,763,1570,59029.233986495325
183000,47828,12615,16327,0.5126077,0.1777202,0.5383666,0.106193,0.1754762,16876,0.0325314,0.7469187,837,1571,57724.415790579114
154800,1191,310,456,0.5130143,0.1200672,0.5827036,0.0915197,0.247807,492,0.0731707,0.6036585,680,1572,52533.6936483868
102500,2133,592,735,0.4819503,0.1073605,0.6169714,0.0253165,0.1102041,900,0.1833333,0.8122222,832,1573,54570.52933972697
111600,10946,2930,3857,0.5082222,0.1744016,0.5363603,0.0930934,0.1809697,4059,0.049766,0.7366346,719,1576,55474.562460166904
206300,3157,884,1017,0.4973076,0.1865695,0.5476718,0.122268,0.100295,1035,0.0173913,0.931401,1001,1577,53865.90774850775
133000,11656,3051,4508,0.5133837,0.176733,0.5138126,0.1221688,0.2340284,4941,0.0876341,0.4648857,632,1584,55462.049278861865
103300,1966,442,843,0.4715158,0.1363174,0.5768057,0.1302136,0.3131673,1141,0.2611744,0.4513585,604,1586,54166.380452320685
190700,52354,13306,15623,0.5025786,0.2133552,0.5445047,0.0771479,0.1131665,16091,0.0290846,0.7800634,947,1588,58305.377384608335
280100,8886,2228,3137,0.4895341,0.1601395,0.5772001,0.0927301,0.2212305,3402,0.0778954,0.7037037,1001,1589,56794.867776837695
117000,2122,577,709,0.4934025,0.1536287,0.5805844,0.0730443,0.1509168,753,0.0584329,0.7250996,754,1592,51706.6020104503
108000,13639,2722,3395,0.475988,0.2564704,0.4416013,0.0503703,0.1472754,3518,0.034963,0.3183627,701,1593,55414.197813961524
175700,71349,16827,27137,0.5049966,0.2053287,0.5390966,0.0728532,0.3014335,29214,0.071096,0.2755528,694,1594,56098.50549398476
149400,9469,2515,3613,0.5200127,0.1554546,0.5005808,0.1543986,0.2435649,3766,0.0406267,0.6354222,676,1596,55392.46914561286
169600,16829,4314,5308,0.5113792,0.1666766,0.5806049,0.0445065,0.1358327,5652,0.0608634,0.7392074,1001,1599,56229.918020876845
341700,18219,3562,9172,0.4532631,0.1377683,0.7286349,0.0579615,0.3653511,9689,0.0533595,0.4130457,1001,1600,56036.52782626692
238700,2371,790,921,0.4943062,0.1088148,0.544496,0.2256432,0.1064061,1007,0.0854022,0.8540218,1001,1602,53867.0837707658
107800,1961,618,753,0.5048445,0.1126976,0.5374809,0.1677715,0.12749,1063,0.2916275,0.8560677,595,1603,53605.6062333895
364500,2644,695,869,0.4769289,0.1898638,0.5658094,0.1289713,0.136939,880,0.0125,0.8875,1001,1606,55551.069341954004
103400,7780,1699,1967,0.4830334,0.2322622,0.4697943,0.0570694,0.0945602,2042,0.0367287,0.6209598,634,1611,53731.74429622635
230700,181519,45546,68879,0.4947416,0.194156,0.5838617,0.0831208,0.2146373,72736,0.0530274,0.6380334,974,1614,60986.579374945926
131100,56065,11346,13903,0.490734,0.2610898,0.4386337,0.055721,0.1375243,14515,0.0421633,0.2002067,575,1615,57495.22641644495
116400,2853,751,1264,0.5194532,0.1128637,0.5615142,0.1587802,0.3425633,3668,0.655398,0.5995093,607,1618,54008.21411306629
113500,26512,6617,9080,0.4878923,0.2347239,0.4825362,0.0612176,0.1779736,9525,0.0467192,0.3835171,638,1620,56989.3498467172
259000,2647,985,1258,0.5232338,0.0562901,0.5054779,0.3808085,0.1796502,3019,0.5833057,0.7916529,1001,1621,56629.915730182714
135000,109602,24476,36102,0.5151092,0.2129067,0.5044616,0.0683747,0.2689048,38713,0.067445,0.3412807,670,1624,58379.45804231934
168700,6404,1380,1587,0.4896939,0.220331,0.4804809,0.0743285,0.0863264,1657,0.042245,0.6415208,775,1625,53227.08624732594
111400,1050,237,270,0.5085714,0.2447619,0.4561905,0.0771429,0.1037037,282,0.0425532,0.6205674,603,1627,50340.96747845574
161800,20395,1255,5111,0.4777151,0.7739152,0.1582741,0.021672,0.1872432,5513,0.0729186,0.1280609,965,1628,55798.39032061643
198100,2258,609,705,0.4920283,0.1647476,0.5797166,0.0620018,0.093617,742,0.0498652,0.8315364,830,1633,51929.71204394839
115300,1284,351,524,0.4945483,0.1464174,0.5498442,0.1479751,0.2729008,775,0.323871,0.5432258,551,1635,52366.52636370578
415800,6030,1706,2429,0.5182421,0.1328358,0.5631841,0.1668325,0.2206669,2492,0.0252809,0.8097913,973,1637,55810.870533296016
250300,16968,4618,6551,0.5106082,0.1542315,0.571075,0.1127416,0.2387422,6808,0.0377497,0.6285253,826,1646,55855.80733685244
323200,6316,1894,2602,0.5356238,0.1222293,0.5698227,0.1966434,0.2275173,2677,0.0280164,0.7915577,1001,1647,55523.372964277914
301400,23501,6700,8976,0.5078933,0.1473129,0.5700608,0.1351432,0.1847148,9270,0.0317152,0.8118662,936,1648,56652.62128910421
